,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,,replyContent,repliedAt,appVersion,at,,,,,,
0,5f0eaaaa-4772-419c-b0b1-7e655e99e504,Evin Tangdilomba,https://play-lh.googleusercontent.com/a/ACg8ocJT4oSlzHJxUodRCwo6FiIpDa6gwHJfNBDNyzNfr7hxuRzOSA=mo,"Transaksi nya cukup cepat si. Tapi tidak tersedia untuk laptop dan komputer PC jadi untuk lihat grafik nya susah. Login lewat website juga tidak bisa. Jadi saran saya tolong di biarkan aplikasi untuk laptop dan komputer PC nya supaya lebih mempermudah para traider untuk melihat grafik pergerakan harga. Saya koreksi lagi ratingnya saya turunin ke 1 . Soalnya kaspa koin tidak ada, aplikasi lelet slow respon, padahal jaringan bagus, terus keluhan sebelumnya tidak di perbaiki.",1,314,2.43.5,,"Hi Evin Tangdilomba, terima kasih atas saran dan kritik yang diberikan. Kami akan sampaikan ke tim terkait sehingga kedepannya kami dapat menjadi lebih baik lagi. Apabila terdapat hal lain yang dapat kami bantu, mohon untuk tidak ragu menghubungi kami kembali di support.asetkripto@ajaib.co.id ~LS",7/6/2023 8:40,2.43.5,7/3/2024,,,,,,
1,7446777e-48c0-4e20-affb-8a6482b54a6f,christopher immanuelie,https://play-lh.googleusercontent.com/a/ACg8ocLhpNO0izIGbTHr95MIYBqlStbpEFsW6O7T9c0vJKoBHU1d_Q=mo,"Kalu dibandingkan aplikasi crypto lain, aplikasi ini paling terburuk. Transaksi lama sekali loadingnya, nilai pajak yang paling tinggi dibanding aplikasi lain, dan juga tidak dapat dipantau melalui komputer. Sangat tidak direkomendasi memakai aplikasi ini",1,10,2.46.0,,,,2.46.0,12/4/2024,,,,,,
2,39aa3eb3-bcfc-441c-a7ba-09e60d6e062a,Erike Pratama,https://play-lh.googleusercontent.com/a/ACg8ocLA0-_Hi9errimAg54oYmRMdCzUEpfGcPFcgHr56GkuWkAJvw=mo,"Aplikasi sudah di manipulasi agar loss, sekali nya mau jual saat profit sedikit malah gak bisa, harus nunggu sampe loss baru bisa di jual, di pastikan loss.. yg profit yang punya apliksi kayaknya, curang",1,94,2.44.0,,,,2.44.0,3/16/2024,,,,,,
3,09a6a207-5431-4f27-b301-1e9a3fa3a94b,Andre Haryadi,https://play-lh.googleusercontent.com/a-/ALV-UjWYQS8liPmjhFbp99TXArYO-DzZwI3Lx06t1I4YFt_GM7HQrIA,"Jeleknya ini kalo ada pemeliharaan aset cryptonya beku buat perawatan jual beli tidak bisa di lakukan bangke emang saat market crypto aktif 24 jam bisa""nya perawatan aset cyrpto mana lama lagi jangka perawatannya",1,1,2.46.5,,,,2.46.5,4/28/2024,,,,,,
4,c19f599d-ce4f-4145-bb59-8dfd580ac742,Pramodana M. W.,https://play-lh.googleusercontent.com/a-/ALV-UjXFneFjLwafh2a631HiSbRz59dKTERGwMMoiczI26hIArMiakOl,"Pembelian harus ada batas minimal, kirim wallet ada minimalnya juga, narik deposit sebelah juga lama, harga miring jauh dari app lain, bug, tf wallet juga agak lama",1,5,2.46.0,,,,2.46.0,4/18/2024,,,,,,
5,cf2933c2-39d5-440b-befd-c7a3af62b83d,Wayan Yulianto,https://play-lh.googleusercontent.com/a/ACg8ocJ1K2gAZhyVpujvkqP51o3rnokuUDGcKohm0f7qrBr49tml-A=mo,Untuk exchange kripto lokal. Ini yg paling bad respon. Deposit coin dari wallet lain belum masuk dan untuk pengaduan nggak tau kemana. Customer service ngga berguna tidak bisa dihubungi. Sudah lewat email namun tidak ada respon.,1,3,2.44.0,,,,2.44.0,4/18/2024,,,,,,
6,5e88d181-8b76-4141-86b3-426394d6c35d,Ade Sal Buang,https://play-lh.googleusercontent.com/a-/ALV-UjW6yTu3jzAaJntBPRG7g4CxXYc6gIh2rSbdd2fwGeGD6VpjGDTG,"Sejauh ini masih masih baik dan user frendly. Kalau boleh, tambahkan juga fitur web based. Supaya kami yg terbiasa trading dengan laptop, bisa terakomodir",1,6,2.46.0,,,,2.46.0,11/4/2024,,,,,,
7,3e855316-9dd7-4f6f-ad8e-268e729211e2,Dadan Wardani,https://play-lh.googleusercontent.com/a-/ALV-UjViSkVYHmBjlzRIkEplo9axeYa0wnFHIeo3AFyR9VOUAD7nxVoz,"Payah banget nih aplikasi, bisa Nerima kripto dari wallet lain tapi gak bisa ngirim, gak kumplit ada yang ada alamat address nya ada juga yg gak ada ditambah biaya transaksi nya yang mahal banget, banyak bug juga, nyesel banget gua pake nih aplikasi",1,19,2.43.0,,,,2.43.0,4/3/2024,,,,,,
8,7ff5b35e-2795-472a-8efa-9c8efcb47afc,Zidane Alzaidane,https://play-lh.googleusercontent.com/a-/ALV-UjVcIOQjfsUVYm-gI4Jx6lFHdcQW-ZuFR9KLbvoh8X3zsB-97JVK,"Kadang klo kita pakai limit order transaksi untuk status 'matched' lama bgt jadi harus menunggu waktu bahkan sampai terlewatkan timing in the market suatu asset, seperti nya disengaja ya seperti ditahan-tahan, saya masih B1 sudah seharian lebih saya menunggu saya kehilangan kesempatan saya buat trade!",1,58,2.42.0,,,,2.42.0,10/2/2024,,,,,,
9,d2ce6683-773d-4cf3-afc6-296ccf9949be,ChandraFt,https://play-lh.googleusercontent.com/a-/ALV-UjVENoi92xkt1xBJFMEV8SQ9fceOq-9_-Wxba2b8-Ap9-rCLNfBw,"mohon maaf developer, mohon ya, kami para investor juga untuk entry atau exitnya harus cepat, gapakek lama harus nunggu proses withdraw lah, nunggu proses penarikan dan yang sejenisnya. mohon diperbaiki, masalahnya jika sudah waktunya exit dan di ajaib masih ada yg namanya ""proses withdraw"", ya keburu koin yang di targetkan sebelumnya untuk entry keburu ga dapet harga sesuai ditargetkan karena lamanya menunggu proses yang seperti itu, mohon dimengerti, terimakasih.",1,32,2.44.0,,,,2.44.0,3/16/2024,,,,,,
10,efdc3c50-63f6-4ab8-aabb-c0725c8189d9,Yudha N,https://play-lh.googleusercontent.com/a-/ALV-UjWC2i2qQtLpllOibptZndXI0Gd6Erk7-uL28HY8iRatif1iK6Tk,"setiap ada penarikan, tujuan rekeningnya automatis terpilih ke rekomendasi, bukan tetap di tujuan yang kita pilih sebelumnya, sehingga saya tdk tahu dimana saya harus mengakses saldo yang saya tarik!, kembalikan saldo saya.",1,11,2.43.5,,,,2.43.5,5/3/2024,,,,,,
