reviewId,userName,content,score,reviewCreatedVersion,at,appVersion,remove_special_characters,lowercased_words,tokenized_words,stopword_removal,processed_sentence
5f0eaaaa-4772-419c-b0b1-7e655e99e504,Evin Tangdilomba,"Transaksi nya cukup cepat si. Tapi tidak tersedia untuk laptop dan komputer PC jadi untuk lihat grafik nya susah. Login lewat website juga tidak bisa. Jadi saran saya tolong di biarkan aplikasi untuk laptop dan komputer PC nya supaya lebih mempermudah para traider untuk melihat grafik pergerakan harga. Saya koreksi lagi ratingnya saya turunin ke 1 . Soalnya kaspa koin tidak ada, aplikasi lelet slow respon, padahal jaringan bagus, terus keluhan sebelumnya tidak di perbaiki.",1,2.43.5,7/3/2024,2.43.5,Transaksi nya cukup cepat si Tapi tidak tersedia untuk laptop dan komputer PC jadi untuk lihat grafik nya susah Login lewat website juga tidak bisa Jadi saran saya tolong di biarkan aplikasi untuk laptop dan komputer PC nya supaya lebih mempermudah para traider untuk melihat grafik pergerakan harga Saya koreksi lagi ratingnya saya turunin ke 1  Soalnya kaspa koin tidak ada aplikasi lelet slow respon padahal jaringan bagus terus keluhan sebelumnya tidak di perbaiki,transaksi nya cukup cepat si tapi tidak tersedia untuk laptop dan komputer pc jadi untuk lihat grafik nya susah login lewat website juga tidak bisa jadi saran saya tolong di biarkan aplikasi untuk laptop dan komputer pc nya supaya lebih mempermudah para traider untuk melihat grafik pergerakan harga saya koreksi lagi ratingnya saya turunin ke 1  soalnya kaspa koin tidak ada aplikasi lelet slow respon padahal jaringan bagus terus keluhan sebelumnya tidak di perbaiki,"['transaksi', 'nya', 'cukup', 'cepat', 'si', 'tapi', 'tidak', 'tersedia', 'untuk', 'laptop', 'dan', 'komputer', 'pc', 'jadi', 'untuk', 'lihat', 'grafik', 'nya', 'susah', 'login', 'lewat', 'website', 'juga', 'tidak', 'bisa', 'jadi', 'saran', 'saya', 'tolong', 'di', 'biarkan', 'aplikasi', 'untuk', 'laptop', 'dan', 'komputer', 'pc', 'nya', 'supaya', 'lebih', 'mempermudah', 'para', 'traider', 'untuk', 'melihat', 'grafik', 'pergerakan', 'harga', 'saya', 'koreksi', 'lagi', 'ratingnya', 'saya', 'turunin', 'ke', '1', 'soalnya', 'kaspa', 'koin', 'tidak', 'ada', 'aplikasi', 'lelet', 'slow', 'respon', 'padahal', 'jaringan', 'bagus', 'terus', 'keluhan', 'sebelumnya', 'tidak', 'di', 'perbaiki']","['transaksi', 'nya', 'cepat', 'si', 'tersedia', 'laptop', 'komputer', 'pc', 'lihat', 'grafik', 'nya', 'susah', 'login', 'website', 'saran', 'tolong', 'biarkan', 'aplikasi', 'laptop', 'komputer', 'pc', 'nya', 'mempermudah', 'traider', 'grafik', 'pergerakan', 'harga', 'koreksi', 'ratingnya', 'turunin', '1', 'kaspa', 'koin', 'aplikasi', 'lelet', 'slow', 'respon', 'jaringan', 'bagus', 'keluhan', 'perbaiki']",transaksi nya cepat si tersedia laptop komputer pc lihat grafik nya susah login website saran tolong biarkan aplikasi laptop komputer pc nya mempermudah traider grafik pergerakan harga koreksi ratingnya turunin 1 kaspa koin aplikasi lelet slow respon jaringan bagus keluhan perbaiki
7446777e-48c0-4e20-affb-8a6482b54a6f,christopher immanuelie,"Kalu dibandingkan aplikasi crypto lain, aplikasi ini paling terburuk. Transaksi lama sekali loadingnya, nilai pajak yang paling tinggi dibanding aplikasi lain, dan juga tidak dapat dipantau melalui komputer. Sangat tidak direkomendasi memakai aplikasi ini",1,2.46.0,12/4/2024,2.46.0,Kalu dibandingkan aplikasi crypto lain aplikasi ini paling terburuk Transaksi lama sekali loadingnya nilai pajak yang paling tinggi dibanding aplikasi lain dan juga tidak dapat dipantau melalui komputer Sangat tidak direkomendasi memakai aplikasi ini,kalu dibandingkan aplikasi crypto lain aplikasi ini paling terburuk transaksi lama sekali loadingnya nilai pajak yang paling tinggi dibanding aplikasi lain dan juga tidak dapat dipantau melalui komputer sangat tidak direkomendasi memakai aplikasi ini,"['kalu', 'dibandingkan', 'aplikasi', 'crypto', 'lain', 'aplikasi', 'ini', 'paling', 'terburuk', 'transaksi', 'lama', 'sekali', 'loadingnya', 'nilai', 'pajak', 'yang', 'paling', 'tinggi', 'dibanding', 'aplikasi', 'lain', 'dan', 'juga', 'tidak', 'dapat', 'dipantau', 'melalui', 'komputer', 'sangat', 'tidak', 'direkomendasi', 'memakai', 'aplikasi', 'ini']","['kalu', 'dibandingkan', 'aplikasi', 'crypto', 'aplikasi', 'terburuk', 'transaksi', 'loadingnya', 'nilai', 'pajak', 'dibanding', 'aplikasi', 'dipantau', 'komputer', 'direkomendasi', 'memakai', 'aplikasi']",kalu dibandingkan aplikasi crypto aplikasi terburuk transaksi loadingnya nilai pajak dibanding aplikasi dipantau komputer direkomendasi memakai aplikasi
39aa3eb3-bcfc-441c-a7ba-09e60d6e062a,Erike Pratama,"Aplikasi sudah di manipulasi agar loss, sekali nya mau jual saat profit sedikit malah gak bisa, harus nunggu sampe loss baru bisa di jual, di pastikan loss.. yg profit yang punya apliksi kayaknya, curang",1,2.44.0,3/16/2024,2.44.0,Aplikasi sudah di manipulasi agar loss sekali nya mau jual saat profit sedikit malah gak bisa harus nunggu sampe loss baru bisa di jual di pastikan loss yg profit yang punya apliksi kayaknya curang,aplikasi sudah di manipulasi agar loss sekali nya mau jual saat profit sedikit malah gak bisa harus nunggu sampe loss baru bisa di jual di pastikan loss yg profit yang punya apliksi kayaknya curang,"['aplikasi', 'sudah', 'di', 'manipulasi', 'agar', 'loss', 'sekali', 'nya', 'mau', 'jual', 'saat', 'profit', 'sedikit', 'malah', 'gak', 'bisa', 'harus', 'nunggu', 'sampe', 'loss', 'baru', 'bisa', 'di', 'jual', 'di', 'pastikan', 'loss', 'yg', 'profit', 'yang', 'punya', 'apliksi', 'kayaknya', 'curang']","['aplikasi', 'manipulasi', 'loss', 'nya', 'jual', 'profit', 'gak', 'nunggu', 'sampe', 'loss', 'jual', 'pastikan', 'loss', 'yg', 'profit', 'apliksi', 'kayaknya', 'curang']",aplikasi manipulasi loss nya jual profit gak nunggu sampe loss jual pastikan loss yg profit apliksi kayaknya curang
09a6a207-5431-4f27-b301-1e9a3fa3a94b,Andre Haryadi,"Jeleknya ini kalo ada pemeliharaan aset cryptonya beku buat perawatan jual beli tidak bisa di lakukan bangke emang saat market crypto aktif 24 jam bisa""nya perawatan aset cyrpto mana lama lagi jangka perawatannya",1,2.46.5,4/28/2024,2.46.5,Jeleknya ini kalo ada pemeliharaan aset cryptonya beku buat perawatan jual beli tidak bisa di lakukan bangke emang saat market crypto aktif 24 jam bisanya perawatan aset cyrpto mana lama lagi jangka perawatannya,jeleknya ini kalo ada pemeliharaan aset cryptonya beku buat perawatan jual beli tidak bisa di lakukan bangke emang saat market crypto aktif 24 jam bisanya perawatan aset cyrpto mana lama lagi jangka perawatannya,"['jeleknya', 'ini', 'kalo', 'ada', 'pemeliharaan', 'aset', 'cryptonya', 'beku', 'buat', 'perawatan', 'jual', 'beli', 'tidak', 'bisa', 'di', 'lakukan', 'bangke', 'emang', 'saat', 'market', 'crypto', 'aktif', '24', 'jam', 'bisanya', 'perawatan', 'aset', 'cyrpto', 'mana', 'lama', 'lagi', 'jangka', 'perawatannya']","['jeleknya', 'kalo', 'pemeliharaan', 'aset', 'cryptonya', 'beku', 'perawatan', 'jual', 'beli', 'lakukan', 'bangke', 'emang', 'market', 'crypto', 'aktif', '24', 'jam', 'bisanya', 'perawatan', 'aset', 'cyrpto', 'jangka', 'perawatannya']",jeleknya kalo pemeliharaan aset cryptonya beku perawatan jual beli lakukan bangke emang market crypto aktif 24 jam bisanya perawatan aset cyrpto jangka perawatannya
c19f599d-ce4f-4145-bb59-8dfd580ac742,Pramodana M. W.,"Pembelian harus ada batas minimal, kirim wallet ada minimalnya juga, narik deposit sebelah juga lama, harga miring jauh dari app lain, bug, tf wallet juga agak lama",1,2.46.0,4/18/2024,2.46.0,Pembelian harus ada batas minimal kirim wallet ada minimalnya juga narik deposit sebelah juga lama harga miring jauh dari app lain bug tf wallet juga agak lama,pembelian harus ada batas minimal kirim wallet ada minimalnya juga narik deposit sebelah juga lama harga miring jauh dari app lain bug tf wallet juga agak lama,"['pembelian', 'harus', 'ada', 'batas', 'minimal', 'kirim', 'wallet', 'ada', 'minimalnya', 'juga', 'narik', 'deposit', 'sebelah', 'juga', 'lama', 'harga', 'miring', 'jauh', 'dari', 'app', 'lain', 'bug', 'tf', 'wallet', 'juga', 'agak', 'lama']","['pembelian', 'batas', 'minimal', 'kirim', 'wallet', 'minimalnya', 'narik', 'deposit', 'sebelah', 'harga', 'miring', 'app', 'bug', 'tf', 'wallet']",pembelian batas minimal kirim wallet minimalnya narik deposit sebelah harga miring app bug tf wallet
cf2933c2-39d5-440b-befd-c7a3af62b83d,Wayan Yulianto,Untuk exchange kripto lokal. Ini yg paling bad respon. Deposit coin dari wallet lain belum masuk dan untuk pengaduan nggak tau kemana. Customer service ngga berguna tidak bisa dihubungi. Sudah lewat email namun tidak ada respon.,1,2.44.0,4/18/2024,2.44.0,Untuk exchange kripto lokal Ini yg paling bad respon Deposit coin dari wallet lain belum masuk dan untuk pengaduan nggak tau kemana Customer service ngga berguna tidak bisa dihubungi Sudah lewat email namun tidak ada respon,untuk exchange kripto lokal ini yg paling bad respon deposit coin dari wallet lain belum masuk dan untuk pengaduan nggak tau kemana customer service ngga berguna tidak bisa dihubungi sudah lewat email namun tidak ada respon,"['untuk', 'exchange', 'kripto', 'lokal', 'ini', 'yg', 'paling', 'bad', 'respon', 'deposit', 'coin', 'dari', 'wallet', 'lain', 'belum', 'masuk', 'dan', 'untuk', 'pengaduan', 'nggak', 'tau', 'kemana', 'customer', 'service', 'ngga', 'berguna', 'tidak', 'bisa', 'dihubungi', 'sudah', 'lewat', 'email', 'namun', 'tidak', 'ada', 'respon']","['exchange', 'kripto', 'lokal', 'yg', 'bad', 'respon', 'deposit', 'coin', 'wallet', 'masuk', 'pengaduan', 'nggak', 'tau', 'kemana', 'customer', 'service', 'ngga', 'berguna', 'dihubungi', 'email', 'respon']",exchange kripto lokal yg bad respon deposit coin wallet masuk pengaduan nggak tau kemana customer service ngga berguna dihubungi email respon
5e88d181-8b76-4141-86b3-426394d6c35d,Ade Sal Buang,"Sejauh ini masih masih baik dan user frendly. Kalau boleh, tambahkan juga fitur web based. Supaya kami yg terbiasa trading dengan laptop, bisa terakomodir",1,2.46.0,11/4/2024,2.46.0,Sejauh ini masih masih baik dan user frendly Kalau boleh tambahkan juga fitur web based Supaya kami yg terbiasa trading dengan laptop bisa terakomodir,sejauh ini masih masih baik dan user frendly kalau boleh tambahkan juga fitur web based supaya kami yg terbiasa trading dengan laptop bisa terakomodir,"['sejauh', 'ini', 'masih', 'masih', 'baik', 'dan', 'user', 'frendly', 'kalau', 'boleh', 'tambahkan', 'juga', 'fitur', 'web', 'based', 'supaya', 'kami', 'yg', 'terbiasa', 'trading', 'dengan', 'laptop', 'bisa', 'terakomodir']","['user', 'frendly', 'tambahkan', 'fitur', 'web', 'based', 'yg', 'terbiasa', 'trading', 'laptop', 'terakomodir']",user frendly tambahkan fitur web based yg terbiasa trading laptop terakomodir
3e855316-9dd7-4f6f-ad8e-268e729211e2,Dadan Wardani,"Payah banget nih aplikasi, bisa Nerima kripto dari wallet lain tapi gak bisa ngirim, gak kumplit ada yang ada alamat address nya ada juga yg gak ada ditambah biaya transaksi nya yang mahal banget, banyak bug juga, nyesel banget gua pake nih aplikasi",1,2.43.0,4/3/2024,2.43.0,Payah banget nih aplikasi bisa Nerima kripto dari wallet lain tapi gak bisa ngirim gak kumplit ada yang ada alamat address nya ada juga yg gak ada ditambah biaya transaksi nya yang mahal banget banyak bug juga nyesel banget gua pake nih aplikasi,payah banget nih aplikasi bisa nerima kripto dari wallet lain tapi gak bisa ngirim gak kumplit ada yang ada alamat address nya ada juga yg gak ada ditambah biaya transaksi nya yang mahal banget banyak bug juga nyesel banget gua pake nih aplikasi,"['payah', 'banget', 'nih', 'aplikasi', 'bisa', 'nerima', 'kripto', 'dari', 'wallet', 'lain', 'tapi', 'gak', 'bisa', 'ngirim', 'gak', 'kumplit', 'ada', 'yang', 'ada', 'alamat', 'address', 'nya', 'ada', 'juga', 'yg', 'gak', 'ada', 'ditambah', 'biaya', 'transaksi', 'nya', 'yang', 'mahal', 'banget', 'banyak', 'bug', 'juga', 'nyesel', 'banget', 'gua', 'pake', 'nih', 'aplikasi']","['payah', 'banget', 'nih', 'aplikasi', 'nerima', 'kripto', 'wallet', 'gak', 'ngirim', 'gak', 'kumplit', 'alamat', 'address', 'nya', 'yg', 'gak', 'ditambah', 'biaya', 'transaksi', 'nya', 'mahal', 'banget', 'bug', 'nyesel', 'banget', 'gua', 'pake', 'nih', 'aplikasi']",payah banget nih aplikasi nerima kripto wallet gak ngirim gak kumplit alamat address nya yg gak ditambah biaya transaksi nya mahal banget bug nyesel banget gua pake nih aplikasi
7ff5b35e-2795-472a-8efa-9c8efcb47afc,Zidane Alzaidane,"Kadang klo kita pakai limit order transaksi untuk status 'matched' lama bgt jadi harus menunggu waktu bahkan sampai terlewatkan timing in the market suatu asset, seperti nya disengaja ya seperti ditahan-tahan, saya masih B1 sudah seharian lebih saya menunggu saya kehilangan kesempatan saya buat trade!",1,2.42.0,10/2/2024,2.42.0,Kadang klo kita pakai limit order transaksi untuk status matched lama bgt jadi harus menunggu waktu bahkan sampai terlewatkan timing in the market suatu asset seperti nya disengaja ya seperti ditahantahan saya masih B1 sudah seharian lebih saya menunggu saya kehilangan kesempatan saya buat trade,kadang klo kita pakai limit order transaksi untuk status matched lama bgt jadi harus menunggu waktu bahkan sampai terlewatkan timing in the market suatu asset seperti nya disengaja ya seperti ditahantahan saya masih b1 sudah seharian lebih saya menunggu saya kehilangan kesempatan saya buat trade,"['kadang', 'klo', 'kita', 'pakai', 'limit', 'order', 'transaksi', 'untuk', 'status', 'matched', 'lama', 'bgt', 'jadi', 'harus', 'menunggu', 'waktu', 'bahkan', 'sampai', 'terlewatkan', 'timing', 'in', 'the', 'market', 'suatu', 'asset', 'seperti', 'nya', 'disengaja', 'ya', 'seperti', 'ditahantahan', 'saya', 'masih', 'b1', 'sudah', 'seharian', 'lebih', 'saya', 'menunggu', 'saya', 'kehilangan', 'kesempatan', 'saya', 'buat', 'trade']","['kadang', 'klo', 'pakai', 'limit', 'order', 'transaksi', 'status', 'matched', 'bgt', 'menunggu', 'terlewatkan', 'timing', 'in', 'the', 'market', 'asset', 'nya', 'disengaja', 'ya', 'ditahantahan', 'b1', 'seharian', 'menunggu', 'kehilangan', 'kesempatan', 'trade']",kadang klo pakai limit order transaksi status matched bgt menunggu terlewatkan timing in the market asset nya disengaja ya ditahantahan b1 seharian menunggu kehilangan kesempatan trade
d2ce6683-773d-4cf3-afc6-296ccf9949be,ChandraFt,"mohon maaf developer, mohon ya, kami para investor juga untuk entry atau exitnya harus cepat, gapakek lama harus nunggu proses withdraw lah, nunggu proses penarikan dan yang sejenisnya. mohon diperbaiki, masalahnya jika sudah waktunya exit dan di ajaib masih ada yg namanya ""proses withdraw"", ya keburu koin yang di targetkan sebelumnya untuk entry keburu ga dapet harga sesuai ditargetkan karena lamanya menunggu proses yang seperti itu, mohon dimengerti, terimakasih.",1,2.44.0,3/16/2024,2.44.0,mohon maaf developer mohon ya kami para investor juga untuk entry atau exitnya harus cepat gapakek lama harus nunggu proses withdraw lah nunggu proses penarikan dan yang sejenisnya mohon diperbaiki masalahnya jika sudah waktunya exit dan di ajaib masih ada yg namanya proses withdraw ya keburu koin yang di targetkan sebelumnya untuk entry keburu ga dapet harga sesuai ditargetkan karena lamanya menunggu proses yang seperti itu mohon dimengerti terimakasih,mohon maaf developer mohon ya kami para investor juga untuk entry atau exitnya harus cepat gapakek lama harus nunggu proses withdraw lah nunggu proses penarikan dan yang sejenisnya mohon diperbaiki masalahnya jika sudah waktunya exit dan di ajaib masih ada yg namanya proses withdraw ya keburu koin yang di targetkan sebelumnya untuk entry keburu ga dapet harga sesuai ditargetkan karena lamanya menunggu proses yang seperti itu mohon dimengerti terimakasih,"['mohon', 'maaf', 'developer', 'mohon', 'ya', 'kami', 'para', 'investor', 'juga', 'untuk', 'entry', 'atau', 'exitnya', 'harus', 'cepat', 'gapakek', 'lama', 'harus', 'nunggu', 'proses', 'withdraw', 'lah', 'nunggu', 'proses', 'penarikan', 'dan', 'yang', 'sejenisnya', 'mohon', 'diperbaiki', 'masalahnya', 'jika', 'sudah', 'waktunya', 'exit', 'dan', 'di', 'ajaib', 'masih', 'ada', 'yg', 'namanya', 'proses', 'withdraw', 'ya', 'keburu', 'koin', 'yang', 'di', 'targetkan', 'sebelumnya', 'untuk', 'entry', 'keburu', 'ga', 'dapet', 'harga', 'sesuai', 'ditargetkan', 'karena', 'lamanya', 'menunggu', 'proses', 'yang', 'seperti', 'itu', 'mohon', 'dimengerti', 'terimakasih']","['mohon', 'maaf', 'developer', 'mohon', 'ya', 'investor', 'entry', 'exitnya', 'cepat', 'gapakek', 'nunggu', 'proses', 'withdraw', 'nunggu', 'proses', 'penarikan', 'sejenisnya', 'mohon', 'diperbaiki', 'exit', 'ajaib', 'yg', 'namanya', 'proses', 'withdraw', 'ya', 'keburu', 'koin', 'targetkan', 'entry', 'keburu', 'ga', 'dapet', 'harga', 'sesuai', 'ditargetkan', 'menunggu', 'proses', 'mohon', 'dimengerti', 'terimakasih']",mohon maaf developer mohon ya investor entry exitnya cepat gapakek nunggu proses withdraw nunggu proses penarikan sejenisnya mohon diperbaiki exit ajaib yg namanya proses withdraw ya keburu koin targetkan entry keburu ga dapet harga sesuai ditargetkan menunggu proses mohon dimengerti terimakasih
efdc3c50-63f6-4ab8-aabb-c0725c8189d9,Yudha N,"setiap ada penarikan, tujuan rekeningnya automatis terpilih ke rekomendasi, bukan tetap di tujuan yang kita pilih sebelumnya, sehingga saya tdk tahu dimana saya harus mengakses saldo yang saya tarik!, kembalikan saldo saya.",1,2.43.5,5/3/2024,2.43.5,setiap ada penarikan tujuan rekeningnya automatis terpilih ke rekomendasi bukan tetap di tujuan yang kita pilih sebelumnya sehingga saya tdk tahu dimana saya harus mengakses saldo yang saya tarik kembalikan saldo saya,setiap ada penarikan tujuan rekeningnya automatis terpilih ke rekomendasi bukan tetap di tujuan yang kita pilih sebelumnya sehingga saya tdk tahu dimana saya harus mengakses saldo yang saya tarik kembalikan saldo saya,"['setiap', 'ada', 'penarikan', 'tujuan', 'rekeningnya', 'automatis', 'terpilih', 'ke', 'rekomendasi', 'bukan', 'tetap', 'di', 'tujuan', 'yang', 'kita', 'pilih', 'sebelumnya', 'sehingga', 'saya', 'tdk', 'tahu', 'dimana', 'saya', 'harus', 'mengakses', 'saldo', 'yang', 'saya', 'tarik', 'kembalikan', 'saldo', 'saya']","['penarikan', 'tujuan', 'rekeningnya', 'automatis', 'terpilih', 'rekomendasi', 'tujuan', 'pilih', 'tdk', 'dimana', 'mengakses', 'saldo', 'tarik', 'kembalikan', 'saldo']",penarikan tujuan rekeningnya automatis terpilih rekomendasi tujuan pilih tdk dimana mengakses saldo tarik kembalikan saldo
